CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,CodingScore,PlacementStatus
7.66,1,1,2,73,3.76,No,No,60,64,8,NotPlaced
6.78,1,3,2,85,4.69,No,Yes,75,76,24,Placed
7.72,1,3,0,82,4.72,Yes,Yes,73,77,13,Placed
7.53,1,3,3,79,4.56,No,Yes,67,64,3,NotPlaced
7.44,1,3,0,80,4.62,No,Yes,67,73,10,NotPlaced
7.91,2,1,0,89,4.51,Yes,Yes,76,75,18,Placed
7.29,2,3,1,79,4.4,No,Yes,68,73,9,NotPlaced
7.98,1,2,1,76,3.95,No,No,63,64,14,NotPlaced
7.94,1,2,2,82,4.15,No,Yes,63,67,16,NotPlaced
7.56,1,3,0,81,4.51,No,Yes,82,67,21,Placed
7.2,1,3,1,82,3.97,No,No,58,70,11,NotPlaced
7.47,2,1,0,75,4.06,No,Yes,80,70,14,NotPlaced
7.54,1,3,0,71,4.24,No,Yes,60,78,14,NotPlaced
7.88,0,2,2,87,4.26,No,No,65,71,16,NotPlaced
8.48,1,3,2,85,4.64,Yes,Yes,71,80,23,Placed
8.2,0,3,2,88,4.27,Yes,Yes,71,76,23,Placed
7.46,0,3,1,72,3.85,No,No,62,64,6,NotPlaced
7.82,1,3,0,78,4.33,Yes,Yes,68,69,18,NotPlaced
7.54,0,1,1,71,3.92,No,Yes,64,77,15,NotPlaced
7.44,1,2,2,68,4.61,Yes,No,68,60,3,NotPlaced
8.44,0,1,0,76,4.29,No,Yes,69,83,21,Placed
8.08,2,2,1,76,4.11,No,Yes,63,66,13,NotPlaced
7.76,0,2,0,79,4.19,Yes,Yes,72,66,18,NotPlaced
8.6,2,1,2,84,4.49,Yes,Yes,73,82,25,Placed
7.72,0,1,1,75,4.15,No,Yes,67,74,16,NotPlaced
8.03,1,3,0,88,4.4,Yes,Yes,80,85,22,Placed
8.45,0,3,3,76,4.63,Yes,Yes,73,70,24,Placed
7.69,2,2,2,78,4.03,Yes,No,60,69,3,NotPlaced
7.7,1,2,1,72,4.46,Yes,No,71,77,8,NotPlaced
7.66,1,2,0,80,4.09,No,Yes,68,65,10,NotPlaced
8.23,1,2,0,82,4.48,Yes,Yes,71,84,18,Placed
8.04,2,3,2,83,4.47,No,Yes,83,77,27,Placed
7.81,1,2,2,81,3.74,No,No,64,67,6,NotPlaced
8.23,1,2,2,72,3.92,Yes,Yes,67,74,18,NotPlaced
7.66,2,2,2,70,4.17,No,No,78,84,11,NotPlaced
7.97,1,2,2,72,3.49,No,Yes,68,72,19,NotPlaced
7.81,0,2,1,90,4.31,No,No,73,76,18,Placed
7.85,2,1,1,86,4.55,Yes,Yes,75,83,21,Placed
7.92,0,2,0,71,4.5,No,No,77,70,5,NotPlaced
7.27,0,2,0,78,4.36,No,No,61,69,5,NotPlaced
7.99,1,1,3,80,3.95,No,Yes,72,71,10,NotPlaced
7.25,2,1,2,89,4.75,Yes,Yes,79,83,17,Placed
7.93,1,3,1,81,4.55,Yes,Yes,69,81,18,Placed
7.18,1,1,2,88,4.53,Yes,Yes,75,80,22,Placed
7.53,1,2,1,84,3.73,No,No,71,71,12,NotPlaced
7.93,2,2,1,84,4.49,No,Yes,81,84,21,Placed
7.46,1,3,0,75,4.45,No,No,66,70,8,NotPlaced
8.69,2,2,1,90,4.42,No,Yes,74,77,25,Placed
7.83,1,3,2,87,4.8,Yes,Yes,74,81,20,Placed
7.32,1,3,2,84,4.32,Yes,Yes,80,80,24,Placed
7.79,1,3,2,72,4.76,No,No,64,66,16,NotPlaced
8.29,1,3,0,77,4.47,Yes,Yes,74,84,18,Placed
8.06,2,3,2,83,4.5,Yes,Yes,71,82,24,Placed
7.79,1,1,0,73,4.46,No,No,66,79,7,NotPlaced
6.94,2,3,1,73,4.64,No,Yes,71,70,13,NotPlaced
7.39,0,3,2,79,4.38,No,No,73,82,21,Placed
7.72,1,2,2,66,4.28,No,No,70,70,10,NotPlaced
7.54,1,3,1,83,4.46,No,No,70,69,15,NotPlaced
7.35,0,1,0,75,4.25,Yes,Yes,66,73,12,NotPlaced
8.04,2,3,2,80,3.53,No,No,81,74,6,NotPlaced
7.43,2,2,0,85,4.54,Yes,Yes,80,82,22,Placed
7.54,2,1,0,84,4.8,No,Yes,84,82,24,Placed
8.11,1,2,2,84,4.51,Yes,Yes,79,75,19,Placed
8.28,2,3,0,89,4.56,Yes,Yes,84,83,19,Placed
7.37,2,3,2,87,4.41,Yes,Yes,79,71,19,Placed
7.47,2,2,2,71,3.95,No,No,71,63,14,NotPlaced
7.07,2,3,0,78,4.18,No,No,78,73,15,NotPlaced
7.96,2,3,0,84,4.35,Yes,Yes,77,85,17,Placed
8.0,1,2,0,81,4.41,No,Yes,63,73,9,NotPlaced
8.04,0,2,2,78,4.27,No,No,67,71,14,NotPlaced
7.82,1,2,1,79,3.97,No,Yes,61,69,3,NotPlaced
7.83,2,3,1,79,4.22,Yes,No,69,65,7,NotPlaced
7.22,0,2,1,71,4.04,No,Yes,71,71,4,NotPlaced
8.59,1,3,0,90,4.47,Yes,Yes,75,85,21,Placed
8.71,1,3,0,83,4.8,Yes,Yes,77,82,21,Placed
7.82,1,1,1,88,4.49,Yes,Yes,76,80,17,Placed
7.01,1,2,0,84,3.96,No,No,55,79,11,NotPlaced
7.65,0,3,2,80,4.45,Yes,Yes,82,78,23,Placed
7.67,1,2,0,86,3.91,No,Yes,72,68,17,NotPlaced
6.83,2,3,0,67,4.8,No,Yes,69,68,12,NotPlaced
8.74,1,1,1,89,4.58,Yes,Yes,82,81,22,Placed
7.93,2,3,2,88,4.5,Yes,Yes,76,84,16,Placed
8.31,1,3,2,81,4.55,No,Yes,72,83,13,Placed
6.83,0,3,2,79,4.35,Yes,No,72,80,26,Placed
7.6,1,2,1,78,3.92,No,No,65,69,17,NotPlaced
6.72,2,2,0,85,4.12,No,Yes,64,71,9,NotPlaced
6.57,0,3,2,81,4.23,Yes,No,82,71,13,NotPlaced
7.64,1,3,2,82,4.55,Yes,Yes,76,83,16,Placed
7.32,0,3,2,89,4.66,No,Yes,71,76,13,NotPlaced
7.41,1,2,2,84,4.52,Yes,No,73,71,10,NotPlaced
8.19,1,3,2,84,4.8,Yes,Yes,74,82,26,Placed
8.14,0,2,1,81,4.53,Yes,Yes,66,76,23,Placed
7.2,0,2,0,73,3.81,No,No,60,63,11,NotPlaced
7.91,2,3,2,73,4.13,No,No,68,71,6,NotPlaced
7.98,2,3,3,77,3.7,No,No,72,77,10,NotPlaced
7.51,1,1,0,74,4.17,No,Yes,58,65,9,NotPlaced
7.18,1,2,1,65,4.8,Yes,No,66,71,6,NotPlaced
7.55,1,3,1,79,4.8,Yes,Yes,86,79,19,Placed
7.99,1,3,1,86,4.28,Yes,Yes,77,81,18,Placed
7.55,2,3,0,81,4.24,No,No,66,75,18,NotPlaced
7.92,0,3,2,78,4.34,No,No,73,66,12,NotPlaced
8.72,1,2,2,85,4.72,Yes,Yes,82,85,21,Placed
7.36,1,2,2,86,4.8,No,Yes,81,71,25,Placed
8.22,1,3,0,86,4.51,No,Yes,79,75,18,Placed
7.83,0,2,2,84,4.48,Yes,Yes,77,81,23,Placed
7.17,2,2,0,79,3.37,No,Yes,58,70,18,NotPlaced
8.68,0,3,3,70,4.72,No,No,66,74,14,NotPlaced
8.58,1,3,2,70,4.19,No,No,58,70,9,NotPlaced
7.09,1,2,1,72,4.48,No,No,68,62,2,NotPlaced
6.6,1,3,1,88,4.55,No,Yes,70,66,13,NotPlaced
7.34,1,3,1,75,4.31,No,No,60,70,9,NotPlaced
8.31,0,3,2,80,4.17,Yes,No,67,77,20,Placed
7.28,1,3,1,75,4.16,No,Yes,60,78,10,NotPlaced
7.25,0,3,1,76,3.85,No,No,55,65,10,NotPlaced
7.42,1,2,3,74,4.48,No,No,56,71,14,NotPlaced
7.99,1,3,2,82,4.14,Yes,Yes,73,78,24,Placed
7.08,2,3,0,69,3.55,No,No,61,71,14,NotPlaced
8.01,0,3,0,83,4.46,Yes,Yes,80,78,22,Placed
8.61,2,2,3,79,4.61,Yes,Yes,69,78,19,Placed
7.59,1,3,2,77,4.63,Yes,Yes,90,84,22,Placed
7.47,0,0,0,77,3.83,No,No,55,66,8,NotPlaced
8.01,0,3,0,80,4.46,Yes,Yes,79,81,22,Placed
7.07,1,2,0,74,4.12,No,No,68,67,19,NotPlaced
7.58,2,3,0,81,4.63,Yes,Yes,72,84,14,Placed
7.6,0,3,2,85,4.19,No,No,69,64,12,NotPlaced
8.95,1,3,0,83,4.58,Yes,Yes,78,73,22,Placed
6.98,1,2,2,79,4.32,No,No,69,64,7,NotPlaced
8.47,1,3,2,86,4.33,Yes,Yes,79,85,19,Placed
6.81,1,3,2,78,3.89,No,No,64,76,10,NotPlaced
7.36,2,2,0,80,4.6,No,No,71,71,10,NotPlaced
8.05,1,2,0,86,4.45,Yes,Yes,80,88,17,Placed
8.0,2,3,2,83,4.51,No,Yes,69,78,30,Placed
7.14,0,2,2,73,3.4,No,No,61,82,16,NotPlaced
7.55,2,2,1,79,4.13,No,Yes,68,65,14,NotPlaced
7.8,2,3,2,82,4.43,Yes,Yes,79,78,16,Placed
7.02,1,1,2,80,3.67,No,No,66,70,18,NotPlaced
7.95,1,3,2,72,4.39,No,Yes,65,71,18,NotPlaced
7.3,1,1,2,73,4.25,No,Yes,64,78,19,NotPlaced
7.81,1,3,0,77,4.19,No,Yes,55,74,7,NotPlaced
7.53,0,1,0,72,4.47,Yes,No,58,68,13,NotPlaced
7.68,1,2,0,74,4.23,No,No,70,65,3,NotPlaced
7.73,0,3,0,86,4.07,No,No,62,63,13,NotPlaced
7.68,2,3,2,86,4.3,No,Yes,72,87,28,Placed
7.43,1,3,2,90,4.32,Yes,No,78,78,28,Placed
7.95,2,2,0,77,4.09,No,Yes,62,69,10,NotPlaced
8.4,1,3,2,84,4.25,Yes,Yes,82,86,19,Placed
8.18,2,3,2,90,4.74,No,Yes,75,76,26,Placed
7.18,2,2,0,74,3.46,No,No,67,74,15,NotPlaced
7.88,0,2,0,83,4.12,No,No,69,58,9,NotPlaced
7.67,1,1,2,77,3.81,No,Yes,58,61,17,NotPlaced
8.14,0,1,2,76,3.83,No,No,71,75,5,NotPlaced
7.08,1,2,2,74,4.26,No,Yes,68,76,9,NotPlaced
7.3,0,2,2,74,4.59,Yes,No,64,64,13,NotPlaced
6.89,1,1,2,75,4.8,No,No,73,58,13,NotPlaced
6.57,0,1,2,77,4.13,No,Yes,62,66,8,NotPlaced
8.36,1,3,1,88,4.66,Yes,Yes,76,75,16,Placed
6.7,2,3,1,72,4.35,No,No,71,81,15,NotPlaced
7.44,1,2,0,78,4.16,No,No,61,75,10,NotPlaced
7.88,0,3,2,84,4.5,Yes,Yes,76,84,25,Placed
7.38,0,3,2,77,4.41,No,No,60,66,20,NotPlaced
6.94,1,1,1,75,4.3,Yes,Yes,61,78,19,NotPlaced
7.28,1,3,0,85,4.68,Yes,Yes,81,73,22,Placed
8.14,2,3,1,83,4.7,Yes,Yes,85,74,20,Placed
6.51,0,1,0,73,4.58,No,No,66,71,17,NotPlaced
7.6,1,1,2,82,3.72,No,Yes,65,72,6,NotPlaced
6.95,1,3,0,81,4.07,No,Yes,66,62,10,NotPlaced
7.73,1,1,0,76,4.02,No,Yes,64,67,6,NotPlaced
7.89,1,2,1,76,4.69,No,No,62,73,15,NotPlaced
8.33,1,2,0,79,3.76,Yes,Yes,66,65,8,NotPlaced
8.47,0,3,1,67,4.6,No,No,62,80,9,NotPlaced
7.35,2,2,2,77,4.02,No,Yes,60,66,8,NotPlaced
8.21,1,3,3,80,4.72,No,Yes,64,71,13,NotPlaced
6.82,0,3,1,80,3.84,Yes,No,73,68,15,NotPlaced
8.16,1,3,1,82,4.3,No,No,55,75,6,NotPlaced
7.58,1,3,2,88,4.41,Yes,Yes,89,79,15,Placed
7.62,1,2,0,73,4.0,No,No,58,72,13,NotPlaced
7.87,1,3,2,87,4.32,Yes,Yes,69,88,26,Placed
6.85,2,3,0,84,4.73,Yes,Yes,74,75,25,Placed
7.96,2,3,1,80,4.13,No,Yes,61,71,17,NotPlaced
6.86,1,3,0,76,4.23,No,No,68,71,9,NotPlaced
7.31,1,2,2,71,4.61,No,Yes,65,66,10,NotPlaced
6.69,1,2,0,71,4.18,No,No,67,71,8,NotPlaced
7.92,2,3,2,82,3.95,Yes,Yes,70,84,30,Placed
8.75,1,1,2,81,4.21,Yes,Yes,71,78,23,Placed
7.78,0,2,1,71,4.16,No,No,59,76,9,NotPlaced
7.78,1,3,0,70,4.8,No,Yes,64,71,15,NotPlaced
7.04,0,2,0,81,3.8,No,Yes,62,69,14,NotPlaced
8.02,1,3,3,84,4.39,Yes,Yes,69,78,20,Placed
7.91,0,1,2,78,4.18,No,No,63,67,10,NotPlaced
7.8,0,2,2,72,4.08,No,No,62,66,10,NotPlaced
8.24,1,3,2,89,4.64,Yes,Yes,82,87,18,Placed
8.61,1,3,2,80,4.72,Yes,Yes,66,88,22,Placed
8.67,1,2,0,78,4.48,No,Yes,79,78,20,Placed
7.92,2,1,2,85,4.79,Yes,Yes,67,78,27,Placed
7.58,1,3,2,83,3.51,Yes,No,77,79,7,NotPlaced
7.41,1,1,0,81,3.96,No,Yes,65,74,16,NotPlaced
7.88,2,2,2,83,4.52,Yes,Yes,81,73,17,Placed
8.1,0,2,3,85,4.45,Yes,Yes,72,76,20,Placed
7.55,2,1,2,90,4.54,Yes,No,68,79,18,Placed
8.54,2,1,2,90,4.67,Yes,Yes,80,85,30,Placed
7.2,2,2,0,80,4.14,Yes,Yes,61,65,13,NotPlaced
7.7,0,2,1,79,4.6,No,No,55,71,15,NotPlaced
7.49,1,1,3,74,4.23,No,No,77,68,6,NotPlaced
7.92,1,2,1,86,3.72,No,Yes,68,66,12,NotPlaced
7.83,1,2,1,83,4.56,Yes,Yes,78,76,16,Placed
8.05,2,3,2,83,4.8,Yes,Yes,71,86,24,Placed
7.96,1,3,2,77,4.43,Yes,Yes,79,74,20,Placed
7.4,1,3,2,83,4.48,Yes,Yes,78,79,23,Placed
7.71,0,0,0,80,4.08,No,Yes,72,74,10,NotPlaced
6.88,1,1,0,78,4.18,Yes,Yes,65,65,18,NotPlaced
8.2,0,3,1,74,4.2,No,Yes,63,78,10,NotPlaced
7.06,0,2,1,83,4.13,No,No,74,69,13,NotPlaced
8.99,2,3,1,85,4.76,Yes,Yes,82,67,22,Placed
7.33,2,3,2,82,4.58,Yes,Yes,79,82,21,Placed
8.05,1,1,2,82,4.8,Yes,Yes,72,82,24,Placed
7.28,0,2,2,78,4.32,No,No,62,65,2,NotPlaced
7.96,1,3,2,89,4.43,Yes,Yes,70,80,24,Placed
8.24,1,2,0,86,4.53,No,Yes,72,73,18,Placed
7.08,1,2,2,72,4.4,No,Yes,67,69,7,NotPlaced
7.86,1,3,2,82,4.73,Yes,Yes,82,72,22,Placed
7.87,1,3,2,85,4.65,Yes,Yes,78,80,16,Placed
7.95,1,3,2,83,4.31,No,Yes,81,84,17,Placed
8.79,0,3,2,70,3.94,No,Yes,55,71,16,NotPlaced
7.02,1,1,1,85,4.49,Yes,Yes,85,83,26,Placed
8.69,1,3,3,82,4.47,Yes,Yes,86,88,24,Placed
6.92,0,2,1,70,4.28,No,No,73,77,15,NotPlaced
8.18,1,3,2,84,4.6,Yes,Yes,73,76,15,Placed
7.77,1,3,0,77,4.21,No,Yes,67,66,14,NotPlaced
7.31,1,2,2,74,4.23,No,Yes,57,73,7,NotPlaced
7.93,2,3,2,87,4.28,Yes,Yes,72,82,23,Placed
7.79,1,0,2,79,3.83,No,Yes,67,58,8,NotPlaced
6.93,1,2,0,78,4.43,Yes,No,65,78,14,NotPlaced
8.01,1,3,2,83,4.8,Yes,Yes,71,88,18,Placed
7.46,1,3,2,88,4.6,No,Yes,61,88,24,Placed
8.01,1,2,2,69,4.22,No,No,71,73,7,NotPlaced
7.64,1,2,1,79,4.73,No,Yes,67,73,13,NotPlaced
7.42,1,2,2,85,4.8,Yes,Yes,76,85,28,Placed
8.07,1,3,3,84,4.56,Yes,Yes,77,83,26,Placed
7.0,1,1,0,77,4.69,No,Yes,62,73,14,NotPlaced
7.61,0,2,2,68,4.53,No,Yes,65,66,8,NotPlaced
7.7,1,3,2,85,4.8,Yes,Yes,73,80,23,Placed
8.1,1,2,0,80,3.99,Yes,No,66,70,17,NotPlaced
7.72,0,3,1,69,4.48,No,Yes,63,70,6,NotPlaced
8.33,1,2,2,78,4.79,Yes,No,80,83,21,Placed
7.95,1,1,0,78,4.07,No,Yes,73,67,13,NotPlaced
8.82,1,3,1,83,4.8,Yes,Yes,70,73,24,Placed
7.77,0,3,2,90,4.52,Yes,Yes,69,82,20,Placed
7.28,2,1,2,71,4.14,No,Yes,60,67,6,NotPlaced
8.02,1,2,0,79,4.08,No,No,63,66,18,NotPlaced
8.7,2,3,0,85,4.8,Yes,Yes,73,71,28,Placed
8.22,1,1,1,70,4.32,No,Yes,70,80,13,NotPlaced
7.27,1,3,2,78,4.23,No,No,67,66,14,NotPlaced
8.23,2,3,2,80,4.56,Yes,Yes,85,75,17,Placed
7.66,1,2,0,83,4.63,Yes,Yes,75,88,24,Placed
8.38,0,1,0,77,3.93,No,Yes,74,65,8,NotPlaced
8.71,1,3,2,76,4.3,Yes,Yes,80,82,17,Placed
7.57,1,3,0,78,4.69,Yes,Yes,68,86,25,Placed
7.76,1,2,2,72,4.4,No,No,65,66,10,NotPlaced
7.64,0,1,0,88,4.55,Yes,No,71,77,24,Placed
7.71,1,2,1,81,3.82,No,No,65,75,10,NotPlaced
7.32,2,3,2,87,4.14,Yes,Yes,70,75,14,Placed
8.13,2,3,0,90,4.2,Yes,Yes,83,81,16,Placed
7.66,1,2,2,73,4.18,No,Yes,63,73,15,NotPlaced
7.2,1,3,2,69,4.53,No,Yes,70,64,8,NotPlaced
7.8,2,2,0,80,4.34,No,Yes,66,74,18,NotPlaced
6.71,1,2,2,68,4.04,No,No,58,76,7,NotPlaced
7.86,2,2,2,70,3.99,No,No,69,64,14,NotPlaced
7.5,1,2,0,69,4.03,No,No,73,68,11,NotPlaced
7.72,0,3,2,67,3.97,No,No,62,65,11,NotPlaced
8.41,1,1,1,88,4.37,Yes,Yes,72,81,28,Placed
7.71,1,2,0,75,4.47,Yes,Yes,55,76,15,NotPlaced
8.06,1,3,1,83,4.2,Yes,Yes,70,81,15,Placed
8.14,1,3,2,84,4.49,Yes,Yes,78,82,20,Placed
8.17,2,3,2,89,4.5,Yes,Yes,73,83,16,Placed
7.81,0,1,2,88,4.78,Yes,Yes,66,80,18,Placed
7.74,0,2,0,82,3.81,No,Yes,74,75,5,NotPlaced
6.84,2,3,2,88,3.47,Yes,No,58,74,12,NotPlaced
8.11,2,3,2,84,4.38,Yes,Yes,67,73,24,Placed
6.65,1,2,1,76,4.26,No,Yes,70,71,11,NotPlaced
7.48,1,2,2,82,4.26,Yes,No,72,65,10,NotPlaced
7.57,2,3,2,86,4.34,Yes,Yes,74,84,23,Placed
6.96,1,2,0,77,4.35,No,No,66,65,17,NotPlaced
7.34,1,3,2,87,4.75,Yes,Yes,70,81,15,Placed
7.58,1,2,0,76,4.71,No,No,72,73,11,NotPlaced
7.99,0,2,1,62,4.67,No,No,63,72,16,NotPlaced
7.69,1,3,2,85,4.59,Yes,Yes,75,78,19,Placed
6.94,0,2,2,71,3.7,No,Yes,68,73,11,NotPlaced
7.05,1,1,3,75,3.78,No,Yes,63,62,16,NotPlaced
7.39,1,2,2,86,4.57,Yes,Yes,68,72,22,Placed
8.16,1,3,0,76,3.66,Yes,Yes,58,68,13,NotPlaced
7.55,2,3,2,83,4.8,Yes,No,74,76,23,Placed
8.31,0,3,2,74,4.48,No,No,59,70,5,NotPlaced
8.47,2,2,2,87,4.74,Yes,Yes,76,85,17,Placed
6.87,0,2,2,73,4.31,No,No,65,71,13,NotPlaced
7.07,1,2,0,73,4.26,No,Yes,65,77,7,NotPlaced
7.56,2,3,0,74,3.9,No,No,71,74,6,NotPlaced
7.27,1,3,2,84,3.9,No,No,66,66,10,NotPlaced
7.92,1,2,0,74,3.57,Yes,Yes,59,69,10,NotPlaced
7.34,0,2,2,65,4.32,No,No,64,74,10,NotPlaced
6.96,0,3,0,73,4.32,No,Yes,66,70,14,NotPlaced
7.87,0,3,2,85,3.96,No,Yes,63,70,5,NotPlaced
8.07,2,3,2,87,4.7,No,Yes,80,79,23,Placed
7.16,2,3,2,75,4.6,No,Yes,62,80,20,NotPlaced
7.02,1,2,2,76,4.62,No,Yes,67,78,5,NotPlaced
8.31,1,2,0,83,4.23,No,Yes,74,78,19,Placed
7.36,1,1,2,80,3.83,No,Yes,68,68,7,NotPlaced
8.11,1,3,0,78,4.37,Yes,Yes,71,84,11,Placed
8.05,0,3,2,74,3.7,Yes,Yes,58,59,17,NotPlaced
7.51,1,1,1,79,4.02,No,Yes,69,71,19,NotPlaced
7.67,0,3,0,75,4.71,No,No,75,73,7,NotPlaced
7.48,0,3,2,81,4.15,No,No,62,78,13,NotPlaced
8.22,1,3,2,77,3.91,No,No,63,66,3,NotPlaced
7.99,1,2,3,75,3.85,No,Yes,72,66,10,NotPlaced
7.71,0,2,2,76,3.79,No,Yes,66,76,15,NotPlaced
7.31,0,3,1,76,4.24,No,No,60,83,7,NotPlaced
8.4,1,2,0,84,3.86,No,Yes,73,71,13,NotPlaced
8.37,1,3,0,86,4.35,No,Yes,77,77,26,Placed
8.73,0,3,2,82,4.65,No,Yes,65,75,11,NotPlaced
8.63,1,1,2,83,4.23,No,Yes,80,81,20,Placed
7.07,1,3,1,74,4.16,No,Yes,68,66,18,NotPlaced
8.53,2,2,1,84,4.64,Yes,Yes,76,75,18,Placed
7.98,1,2,2,87,4.8,Yes,Yes,75,80,17,Placed
7.63,2,2,1,77,4.12,No,No,58,71,6,NotPlaced
7.97,1,3,2,69,4.11,No,Yes,67,75,16,NotPlaced
7.88,2,3,2,75,4.07,Yes,Yes,66,73,4,NotPlaced
8.15,2,3,2,88,4.68,Yes,Yes,70,85,19,Placed
7.87,1,3,0,74,4.13,Yes,No,71,82,4,NotPlaced
7.57,1,3,0,71,4.11,Yes,Yes,69,67,9,NotPlaced
7.91,2,3,0,87,4.72,Yes,Yes,81,81,25,Placed
8.71,2,3,0,80,4.39,Yes,Yes,74,86,16,Placed
7.68,2,2,2,88,4.36,Yes,Yes,68,79,18,Placed
9.1,2,3,0,87,4.64,Yes,Yes,83,68,23,Placed
7.7,1,2,2,73,4.12,No,Yes,73,66,7,NotPlaced
8.37,1,3,2,75,3.89,No,No,55,65,9,NotPlaced
8.05,2,1,1,85,4.25,Yes,Yes,75,68,25,Placed
8.5,2,3,3,84,4.71,Yes,Yes,78,76,23,Placed
7.73,0,3,0,88,4.48,Yes,Yes,75,80,23,Placed
8.06,0,3,0,83,4.77,Yes,Yes,87,83,30,Placed
7.91,1,3,2,88,4.38,Yes,Yes,82,74,20,Placed
7.29,0,1,3,86,4.04,No,Yes,77,67,11,NotPlaced
8.65,1,2,2,83,4.49,Yes,Yes,70,75,21,Placed
8.27,1,3,2,87,4.55,Yes,Yes,69,81,22,Placed
7.74,1,1,2,78,3.94,Yes,No,63,73,8,NotPlaced
7.29,1,2,1,72,4.44,No,No,62,67,11,NotPlaced
8.01,2,3,0,83,4.4,Yes,Yes,74,78,18,Placed
7.15,1,3,0,73,4.51,No,No,66,76,1,NotPlaced
7.19,0,2,2,75,4.21,No,Yes,63,69,14,NotPlaced
8.15,2,3,0,84,4.44,Yes,Yes,78,76,20,Placed
6.72,2,3,1,65,4.47,No,No,55,65,13,NotPlaced
8.7,0,1,2,90,4.6,Yes,Yes,78,78,15,Placed
6.8,0,2,2,80,4.15,No,Yes,55,74,10,NotPlaced
7.89,1,1,2,79,4.8,Yes,Yes,82,77,21,Placed
7.08,2,1,1,72,3.84,No,No,65,66,11,NotPlaced
8.27,1,3,1,90,4.38,No,Yes,81,80,21,Placed
8.91,1,3,2,86,4.5,Yes,Yes,72,72,22,Placed
8.25,2,3,2,90,4.79,Yes,Yes,65,75,20,Placed
7.76,2,2,0,80,4.57,No,No,61,76,7,NotPlaced
8.67,1,3,0,83,4.76,Yes,Yes,72,76,20,Placed
7.41,0,2,3,67,4.1,No,No,59,67,10,NotPlaced
7.74,2,3,2,82,4.8,Yes,Yes,82,74,29,Placed
7.11,0,3,2,76,3.52,No,Yes,68,74,20,NotPlaced
7.86,2,3,2,84,4.65,Yes,Yes,72,78,24,Placed
6.99,0,2,2,82,3.98,No,Yes,56,69,14,NotPlaced
7.6,1,1,2,75,3.78,No,No,62,72,7,NotPlaced
6.83,1,2,2,76,3.94,Yes,No,62,69,9,NotPlaced
7.66,0,3,0,70,4.1,No,No,62,67,5,NotPlaced
8.15,0,3,1,80,4.58,Yes,Yes,78,80,18,Placed
7.26,1,2,0,84,3.88,No,Yes,60,63,10,NotPlaced
8.43,0,3,1,72,3.6,Yes,No,55,73,9,NotPlaced
8.29,2,3,0,81,4.51,Yes,Yes,74,81,19,Placed
8.34,1,3,1,78,4.49,Yes,No,84,82,20,Placed
6.76,1,3,0,80,4.03,Yes,No,70,73,19,NotPlaced
7.45,1,3,1,78,3.59,No,No,68,79,7,NotPlaced
7.69,2,1,2,87,4.8,Yes,Yes,71,78,16,Placed
7.83,0,3,2,84,4.29,No,Yes,65,66,10,NotPlaced
7.35,2,1,0,72,4.43,No,No,64,59,11,NotPlaced
8.04,1,2,1,73,3.92,No,No,69,69,14,NotPlaced
7.42,1,2,2,70,4.23,No,Yes,66,72,2,NotPlaced
7.29,1,3,1,73,4.2,No,No,77,74,8,NotPlaced
7.4,1,3,2,87,3.71,No,No,75,69,6,NotPlaced
7.46,2,3,0,75,4.24,No,Yes,60,73,22,NotPlaced
8.7,1,3,2,89,4.72,Yes,Yes,76,86,18,Placed
7.68,1,3,1,72,3.98,No,Yes,57,71,17,NotPlaced
7.08,0,2,2,81,4.14,No,No,68,75,19,NotPlaced
7.95,1,1,2,74,4.38,Yes,No,62,75,12,NotPlaced
6.57,0,1,1,83,4.0,No,Yes,69,73,10,NotPlaced
7.35,1,3,0,80,4.49,Yes,Yes,77,76,20,Placed
7.81,0,3,0,80,4.79,Yes,Yes,78,79,21,Placed
7.02,0,3,2,88,4.45,Yes,Yes,81,72,25,Placed
7.39,0,2,2,69,4.69,No,Yes,71,63,7,NotPlaced
7.42,1,0,2,75,4.43,No,Yes,77,57,11,NotPlaced
7.74,1,3,3,85,4.45,Yes,Yes,77,75,22,Placed
7.95,2,3,2,90,4.51,Yes,Yes,70,85,26,Placed
7.65,1,3,2,85,3.77,No,No,71,67,2,NotPlaced
7.46,1,3,2,70,3.78,No,No,66,64,5,NotPlaced
7.82,1,3,0,75,4.59,No,No,68,62,10,NotPlaced
8.26,1,3,1,88,4.65,Yes,Yes,76,78,23,Placed
6.56,1,3,2,69,4.47,No,No,63,77,11,NotPlaced
7.78,1,3,1,89,4.8,Yes,Yes,72,83,20,Placed
8.46,2,3,2,80,4.42,Yes,Yes,77,73,30,Placed
6.5,1,3,0,78,4.14,No,Yes,56,70,15,NotPlaced
7.49,1,3,1,79,3.71,No,Yes,66,77,18,NotPlaced
7.38,0,3,2,81,4.13,Yes,Yes,67,87,27,Placed
9.1,1,2,2,84,4.47,Yes,Yes,78,79,20,Placed
7.49,0,2,2,85,4.71,Yes,Yes,75,82,24,Placed
7.88,2,3,2,86,4.64,Yes,Yes,70,81,23,Placed
7.19,1,2,0,81,4.42,No,No,68,71,11,NotPlaced
7.42,1,3,2,81,3.56,No,No,61,69,15,NotPlaced
7.75,1,3,3,88,4.58,Yes,No,67,76,24,Placed
